id;lng;lat;hashtags;place_id;tweet;created_at;user_id
265461764425130000;-78.865023;42.973452;;94965b2c45386f87;I just ousted @chrissyschake as the mayor of IB on @foursquare! http://t.co/0VYmJpNF;2012-11-05 15:33:11+01;271521477
265461765268201470;-73.95617196;40.69395779;stopstressing;27485069891a7938;Ffs why is my auntie telling me to get a move on our flight isn t for ages #stopstressing;2012-11-05 15:33:11+01;187116620
265461775573602300;-73.97765639;40.74928959;vforvendetta;086752cb03de1d5d;Remember remember the 5th of November... #vforvendetta;2012-11-05 15:33:13+01;196421753
265461790056542200;-74.21932234;40.57236719;;71177291f1601de3;I hope mrs. right puts up with all the bullshit you do!;2012-11-05 15:33:17+01;322266605
265461788722745340;-74.16151822;40.73133606;;fa3435044b52ecc7;I m such a nice sister , I swear;2012-11-05 15:33:17+01;536784860
265461788718555140;-73.92716289;40.81104269;;27485069891a7938;CHILLN WITH MY SKY!! SHE THE FUNNEST!  @ Mott Haven (Bronx, NY) http://t.co/7cm1O7kj;2012-11-05 15:33:17+01;19153904
265461793344872450;-77.6882031;43.2361677;tcot;94965b2c45386f87;Who gonna listen to #tcot if a fight   broke out in ur neighborhood Sean Hannity be hiding in the closet while the real man fight;2012-11-05 15:33:18+01;149655065
265461803306340350;-77.71897889;43.29681345;;94965b2c45386f87;Daddy to the rescue 👏...💚him 😄;2012-11-05 15:33:20+01;377518542
265461804220690430;-74.01051196;40.73228891;;086752cb03de1d5d;Morning Jog Podcast: Is Stockholm Syndrome real? @syskpodcast (@ Hudson River Park) [pic]: http://t.co/VqiM07I9;2012-11-05 15:33:20+01;201572290
265461805663547400;-73.8457825;40.6832838;;b6ea2e341ba4356f;I wish I knew exactly why?;2012-11-05 15:33:21+01;528746266
265461807165087740;-73.52431949;40.78426338;;0ce818c9ae7cf154;Having to sleep with a hoodie and sweats on and 3 comforters... 😢👎so tired of this it s colder in my house then outside;2012-11-05 15:33:21+01;756356414
265461810696687600;-74.0052788;40.71729175;;086752cb03de1d5d;Fuckin line for court is insane too smfh;2012-11-05 15:33:22+01;44639482
265461810365337600;-75.5398043;39.9296741;;65b4760a2b411e11;I threw on anything to go to class today.;2012-11-05 15:33:22+01;285873042
265461814932934660;-73.71400311;41.22507396;;e86b380cfefcced5;Even though I m exhausted from this weekend, I m still in a good mood. Until someone ruins it that is...;2012-11-05 15:33:23+01;219485123
265461816384159740;-74.21554863;40.79913694;;bceb8153865c4a49;Eve the new William Shakespeare;2012-11-05 15:33:23+01;114271720
265461817927671800;-73.95293467;40.73034662;velvetslippers,ralphlauren,rugby;27485069891a7938;Check out this great deal on @RugbyRL #velvetslippers http://t.co/8jBWtRJO #ralphlauren #rugby;2012-11-05 15:33:24+01;439470842
265461822000361470;-73.81491947;40.76599121;;b6ea2e341ba4356f;아니 태풍 영향은 거의 받지도않은 부르클린 지하철은 왜 복구가 젤 늦어??;2012-11-05 15:33:25+01;30747218
265461828249870340;-73.99532735;40.7592973;;086752cb03de1d5d;Nice view from the 4th floor lobby @ YOTEL New York http://t.co/wcINrXJc;2012-11-05 15:33:26+01;3451491
265461835434713100;-74.6996783;40.1368132;;65b4760a2b411e11;My teacher gave us a whole Mcds menu,  its like 12pgs;2012-11-05 15:33:28+01;64949206
265461838412656640;-73.12384397;40.91445307;;94965b2c45386f87;Just let me sleep (@ SAC Commuter Lounge) [pic]: http://t.co/hpYY2efw;2012-11-05 15:33:28+01;37539273
265461846260199420;-73.703101;40.6547717;;a6bb3ed9f8ccb4a2;@KyleRichards18 @andersoncooper @BravoAndy *PINCH* Lucky you love those Andys;2012-11-05 15:33:30+01;917163295
265461855965831170;-74.29294397;40.63520947;;88c45dc6118d88a2;I kinda rele want breakfast doe!;2012-11-05 15:33:33+01;348683007
265461856641101820;-74.2134189;40.7308429;;fa3435044b52ecc7;@Murder_KiWrote what happen ?;2012-11-05 15:33:33+01;396163407
265461857270235140;-73.9147473;40.8410978;;27485069891a7938;Mix tapes and albums are the fucking same too me;2012-11-05 15:33:33+01;832548523
265461865549815800;-73.8372389;40.7167892;;b6ea2e341ba4356f;I like real potheads who smoke a few times a day and actually know there shit. Not you wannabes.;2012-11-05 15:33:35+01;166705876
265461866350931970;-73.90828391;40.63485298;;27485069891a7938;Are things back to normal yet????;2012-11-05 15:33:35+01;38217885
265461871639920640;-74.02274;40.78037;;b46619b2722d9703;Dond esta metido mi pana @FlowDom;2012-11-05 15:33:36+01;268409494
265461877713285120;-73.6267402;41.02690009;Sandy,ElectionDay;dd7fe3a452cb1d1b;@CTLightandPower: All public schools  the ~750 polling locations in CLP s service territory have power this morning #Sandy #ElectionDay;2012-11-05 15:33:38+01;253765177
265461888891097100;-74.10821756;40.81492212;apocalypseswag,endoftheworld;25d1ef4322ba8e3c;Hmmm. Hurricane. Gas shortage. Another storm comin this week. Maybe the myans were right #apocalypseswag #endoftheworld;2012-11-05 15:33:41+01;165103205
265461890468167680;-74.00590181;40.72732381;;086752cb03de1d5d;Feels good to be back! (@ WeWork Labs) http://t.co/GJdQ6oCd;2012-11-05 15:33:41+01;37735356
265461895199342600;-74.36349094;40.35566204;;65b4760a2b411e11;@Drakamp and you re ugly;2012-11-05 15:33:42+01;552006567
265461898298941440;-74.00788339;40.72748784;;086752cb03de1d5d;Being at the office has never felt so good! (@ vente-privee USA) http://t.co/hBG1QMEL;2012-11-05 15:33:43+01;15779421
265461900626780160;-73.9915252;40.7495992;;086752cb03de1d5d;Apple pundits, if you are not avid gamers like @siracusa, please shut up about games. You just sound dumb.;2012-11-05 15:33:43+01;13159642
265461901318844400;-74.0842302;40.7197571;;b046074b1030a44d;@_itselpapi: New avi I like this 1 a lot more;2012-11-05 15:33:43+01;515810010
265461905844477950;-74.24487981;40.74423052;Top10FavoriteAlbums,lovefreddy;b9310b87ee0bad17;#Top10FavoriteAlbums jazz- queen #lovefreddy;2012-11-05 15:33:45+01;69196228
265461906276499460;-74.24745275;41.01952983;waitingforgas,sandyhelp,ireallyhopeigetsome;36aa8c1293d4ce43;#waitingforgas #sandyhelp #ireallyhopeigetsome @ Gulf Gas http://t.co/XWrWMcMg;2012-11-05 15:33:45+01;386869663
265461907358621700;-74.215969;40.807382;;bceb8153865c4a49;Elmwood Ave. in Montclair still looks like a war zone. http://t.co/Dmi9erJM;2012-11-05 15:33:45+01;11885742
265461912509227000;-73.95023028;40.58621487;;27485069891a7938;residents devasted by sandy are now forced 2 vote in carnise no cars no gas no vote thanks doucheberg..oops bloomberg @wcbs agerritsem beach;2012-11-05 15:33:46+01;58785959
265461917122961400;-77.66355938;43.25520515;;94965b2c45386f87;@RickyLipani23 happy birthday buddy;2012-11-05 15:33:47+01;407367734
265461917391388670;-78.86480351;42.74844444;;94965b2c45386f87;Effff work;2012-11-05 15:33:47+01;545162593
265461924693684220;-73.52552827;40.78377609;;0ce818c9ae7cf154;@woahitssuzanne 😒;2012-11-05 15:33:49+01;756356414
265461936219619330;-73.95438194;40.73021823;;27485069891a7938;RUN MORE FUCKING BUSSES, ASSHOLES (@ MTA Bus - B62 w/ 3 others) http://t.co/Y5K8gf7r;2012-11-05 15:33:52+01;55137681
265461940971765760;-74.00640288;40.70961295;NYC,citythatnev;086752cb03de1d5d;#NYC rules. We work fast and hard to get back in action #citythatnev @ ACS- 150 William Street, New York, NY http://t.co/hEovZXQw;2012-11-05 15:33:53+01;26950020
265461947368095740;-73.91780231;40.84040046;;27485069891a7938;@mogenaa hola que tal como estas?;2012-11-05 15:33:54+01;83149091
265461959560937470;-74.0830289;40.73111733;;b046074b1030a44d;They tried to take our dreams but they just took our visions;2012-11-05 15:33:57+01;65092689
265461961934905340;-73.12591673;40.91482737;GasCrisisTweets;94965b2c45386f87;Can t find a place to tie my horse. #GasCrisisTweets;2012-11-05 15:33:58+01;45251788
265461974786261000;-74.02123236;40.76368552;;e140ee270249a06e;@tinaaa_nguyennn don t forget Lola is coming to the house.;2012-11-05 15:34:01+01;308843100
265461983883718660;-74.00596619;40.71421606;Donate,sandy,iphone,itunes,instagood,instagram,igers,photoof;086752cb03de1d5d;#Donate to #sandy victims from your #iphone or #itunes #instagood #instagram #igers #photoof @ New York City http://t.co/hcWFKnAu;2012-11-05 15:34:03+01;128385405
265461985704034300;-73.8372389;40.7167892;;b6ea2e341ba4356f;Lmao, I mean 4of yall met my father you d understand why I love weed so much!;2012-11-05 15:34:04+01;166705876
265461991504752640;-74.27235413;40.65848565;;888a254ab33a9e2e;NF @TASTEmyCUPofTEE Follow Back 👍;2012-11-05 15:34:05+01;33407984
265461999167750140;-78.83480835;42.96919346;;94965b2c45386f87;Love my girlssss! http://t.co/D7NHd8do;2012-11-05 15:34:08+01;505257005
265462014506323970;-73.98569171;40.75727262;;086752cb03de1d5d;Can someone please explain how this is appropriate? @ ToysRUs http://t.co/APBiWEGM;2012-11-05 15:34:10+01;117895620
265462016125317120;-73.75633272;40.75597468;;b6ea2e341ba4356f;I m at QCC Kurt R. Schmeller Library (Bayside, New York) http://t.co/9Muw7QkK;2012-11-05 15:34:11+01;97080081
265462018746765300;-73.94842;40.76253;;086752cb03de1d5d;@GOODnSHIT yeah! Shoot I know what unconditional love is now. He set the bar high! Aint had a Man sense lol. Lil play thangs...that s it =);2012-11-05 15:34:11+01;26884128
265462021351436300;-74.0830483;40.7072921;;b046074b1030a44d;We met For a Reason its Either a Blessing or A Lesson;2012-11-05 15:34:12+01;515061557
265462037734383600;-74.36725411;40.63024729;;bc905fa51092b4d9;@juicestine yes;2012-11-05 15:34:16+01;24416716
265462038178975740;-73.60001135;41.39834723;;e86b380cfefcced5;@brettpeppe3 idk just being retarded;2012-11-05 15:34:16+01;231602700
265462055987990530;-74.19405552;40.86667906;hurryup;51b45b88191c1a6e;I just love when the elevator stops on every single floor on the way down #hurryup;2012-11-05 15:34:20+01;280287678
265462060282941440;-74.68377843;40.15398197;;65b4760a2b411e11;@BUlmerIII good, bitchhhhh;2012-11-05 15:34:21+01;446718871
265462071251046400;-73.97921219;40.75889589;;086752cb03de1d5d;powered by Windows?  @ 30 Rockefeller Plaza http://t.co/y4dLFxVg;2012-11-05 15:34:24+01;6018562
265462075877359600;-75.32354876;43.49074016;;94965b2c45386f87;@officedepot :);2012-11-05 15:34:25+01;243302847
265462083234172930;-74.54761726;40.50463156;suchathrowback,brittneyspears;65b4760a2b411e11;Crossroads is on 💛 #suchathrowback #brittneyspears;2012-11-05 15:34:27+01;163976154
265462087965351940;-74.15041161;40.56969315;;3e4dc51c1dc24df2;@MissezFresh Hey Lee...Steven s sweatshirt is at your aunt s house....finally lol;2012-11-05 15:34:28+01;300902999
265462088359616500;-73.58211279;40.71493819;;d9c6a58d8965168d;We will be here collecting clothes, food, and any donations you may have for the victims of the hurricane. http://t.co/kUnYxl2A;2012-11-05 15:34:28+01;402836165
265462092365172740;-73.68670635;41.01675299;notlikemyvotemattersinnewyork;96795420ac05cc77;One day until the election, and I have no idea who I m voting for. #notlikemyvotemattersinnewyork;2012-11-05 15:34:29+01;204677630
265462102079184900;-74.18214861;40.81027475;dreaming;dc4ad595a56393ac;Why can t I work from my bed #dreaming;2012-11-05 15:34:31+01;320269742
265462102318256130;-74.08305288;40.73098093;;b046074b1030a44d;I m Gucci like my shades be;2012-11-05 15:34:31+01;65092689
265462105728245760;-73.88871229;40.81802962;;27485069891a7938;I wake up to my girlfriend screaming in my ear -_____- can she let me sleep?;2012-11-05 15:34:32+01;222952917
265462107888316400;-74.66460801;39.2585516;;65b4760a2b411e11;I got that Justin beiber please believe it;2012-11-05 15:34:33+01;19113688
265462112476860400;-73.7846502;41.0335739;;f97108ab3c4a42ed;@RalphLauren  kind hearts:-);2012-11-05 15:34:34+01;835875583
265462113529651200;-73.90040289;40.90545552;;27485069891a7938;@mattreadjunk gonna try! I like an adventure;2012-11-05 15:34:34+01;379682216
265462114657914880;-73.73778;40.68654;;72283b42aadae4ed;I m at Ohel Chabad (Queens, NY) http://t.co/Fqcrv8Az;2012-11-05 15:34:34+01;57275079
265462115907821570;-73.92148733;40.7666966;newnormal;b6ea2e341ba4356f;I m so impressed with the subway... #newnormal (@ MTA Subway - 30th Ave (N/Q) w/ 3 others) http://t.co/SRKjjpn3;2012-11-05 15:34:35+01;277107704
265462120173416450;-73.99275745;40.73978927;;086752cb03de1d5d;Holy shit this office is FREEZING!!!;2012-11-05 15:34:36+01;14441659
265462123407228930;-74.0830584;40.7072872;;b046074b1030a44d;@Bass_isMVB idk wyd thoe.;2012-11-05 15:34:36+01;515061557
265462124975902720;-74.80997806;40.32559352;;65b4760a2b411e11;Class is soooooo boringgggg;2012-11-05 15:34:37+01;75897355
265462135956598800;-74.17947175;40.81127322;;1e87657b94063b58;It s definitely a bagel morning;2012-11-05 15:34:39+01;320269742
265462142508072960;-73.54853715;40.70566833;juniorprobs;18b390731066adcb;Guess theres no point in preordering bo2 since theres no time for anythin anymore #juniorprobs;2012-11-05 15:34:41+01;412679687
265462144940769280;-73.76651398;40.76498065;;b6ea2e341ba4356f;Thanks, Mario! http://t.co/u35205Nv @ TimesLedger Newspapers http://t.co/2OaK2fz7;2012-11-05 15:34:42+01;20117313
265462165438349300;-73.9635857;40.6029232;;27485069891a7938;http://t.co/G6ESjvar;2012-11-05 15:34:46+01;873269952
265462165371240450;-73.99334717;40.7530098;;086752cb03de1d5d;[Hard Hat Zone].  @ http://t.co/XfobYBg9 http://t.co/CPWZszwc;2012-11-05 15:34:46+01;33538291
265462168231763970;-73.61371137;40.64853878;;c2270f3c90deeb93;Nothing like starting off a Monday in a nice clean house, we ll see how long this lasts;2012-11-05 15:34:47+01;271981588
265462175773102080;-73.942568;40.79929082;ilovetheholidays;086752cb03de1d5d;Can t wait to go home in 16 days for Thanksgiving. #ilovetheholidays;2012-11-05 15:34:49+01;492706651
265462178545537020;-75.33980773;40.67143549;;65b4760a2b411e11;@cab_93 we should have the upper hand!;2012-11-05 15:34:50+01;714492302
265462181502541820;-73.96473702;40.71140497;;27485069891a7938;Everyone in NYC trying to get into Manhattan today. 4 block line for the JMZ. Every yellow cab full. @Uber_NYC to the rescue.;2012-11-05 15:34:50+01;6776822
265462184442748930;-74.226311;40.646149;;b8d145028b2571ac;short line. (@ Sams Club Gas Station) http://t.co/ObrhpaCk;2012-11-05 15:34:51+01;16554544
265462191736647680;-73.98749113;40.75325525;;086752cb03de1d5d;be safe everyone  have a good week! (@ Elite Jeans - my desk (work) {ツ}) [pic]: http://t.co/uVihl3Bt;2012-11-05 15:34:53+01;17779657
265462192189612030;-74.07587668;41.72431514;;94965b2c45386f87;Telling Mr. Foti how @uhhleeha got it up the butt haha @BrianJames777;2012-11-05 15:34:53+01;51333471
265462194727186430;-73.9175627;40.77004255;;b6ea2e341ba4356f;I passed two gas stations on a 5-mile bike ride this morning.  One had a line of cars and  @ Columbus Square http://t.co/NFf3gWPk;2012-11-05 15:34:53+01;17549521
265462197960990720;-73.97921219;40.75889589;;086752cb03de1d5d;Just posted a photo @ 30 Rockefeller Plaza http://t.co/nBu5lKsJ;2012-11-05 15:34:54+01;6018562
265462202897674240;-73.99268163;40.74564208;;086752cb03de1d5d;Talking Sandy today in the studio with The Discovery Channel.;2012-11-05 15:34:55+01;22003028
265462210405474300;-73.90904389;40.88529297;;27485069891a7938;Thanks darling! Un beso. Rt @CatAleYa217: @PaolaEstevez love This..veo Que la estes pasando super amor...let the party keep goin :)”;2012-11-05 15:34:57+01;57004521
265462215975514100;-74.25363583;40.77241472;;96ddfc4bf2f1a80c;@ThatRosee you right , we would have fun :);2012-11-05 15:34:58+01;242163534
265462214306172930;-73.89640532;40.87148295;;27485069891a7938;Lying to my teachers about not having power because I didn t do the homework. 😂👌;2012-11-05 15:34:58+01;101934537
265462217586130940;-74.28972013;40.88072085;;23a80b90cabba6d5;Foood.... (@ Manhattan Bagel) http://t.co/yW25iXRU;2012-11-05 15:34:59+01;341597401
265462217317707780;-74.28972013;40.88072085;;23a80b90cabba6d5;I just ousted @ricknagman as the mayor of Manhattan Bagel on @foursquare! http://t.co/FZwTeTVc;2012-11-05 15:34:59+01;341597401
265462219721023500;-74.0842302;40.7197571;;b046074b1030a44d;@Jacomo419 @iiAmMcPrettii @iAmByron_Back @InLoveWithMeNow @iRank01 @iSMOKEuCHOKE @isuckthatdick @Jantraep @jaybryant82 where s mines. Lol;2012-11-05 15:34:59+01;515810010
265462221843353600;-73.992801;40.717526;;086752cb03de1d5d;The office is open! (@ The Sill) http://t.co/aSPxLrTB;2012-11-05 15:35:00+01;417211294
265462222262771700;-73.8372389;40.7167892;;b6ea2e341ba4356f;@imodelpop so roll up bum;2012-11-05 15:35:00+01;166705876
265462230584279040;-74.05076017;40.7853073;;c5e2e95296cb121d;@voiceofkuwait ماكو بانزين بو عبدالله;2012-11-05 15:35:02+01;53684752
265462233436418050;-73.71366387;41.22523823;;e86b380cfefcced5;A wreck less mouth doesn t make you hard.;2012-11-05 15:35:03+01;219485123
265462235831353340;-73.79481595;40.7409391;;b6ea2e341ba4356f;Feels like the first day of school😔;2012-11-05 15:35:03+01;822581090
265462242277994500;-73.81491947;40.76599121;;b6ea2e341ba4356f;@chaos314 첫눈오는 날짜로 술내기를 하면 민감할 수밖에 없습니다ㅡ..ㅡ;2012-11-05 15:35:05+01;30747218
265462254877691900;-73.9559652;40.7641109;A61K,A61K49;086752cb03de1d5d;WO2012149493A2 Hsp90 Combination Therapy #A61K #A61K49 http://t.co/z8gz4vcO;2012-11-05 15:35:08+01;163877216
265462263060779000;-74.08313186;40.73109584;;b046074b1030a44d;Who got Tha Cali?;2012-11-05 15:35:10+01;65092689
265462263354388480;-73.93489428;40.8497448;;086752cb03de1d5d;Gym time with my partner @amaurygonzi24  @ J s Big Gym http://t.co/zKUP7SRT;2012-11-05 15:35:10+01;240956655
265462266810482700;-73.98227692;40.7532715;;086752cb03de1d5d;📚📖 @ New York Public Library http://t.co/lYPGAPgh;2012-11-05 15:35:11+01;22621890
265462283151503360;-74.07142835;40.73158563;;b046074b1030a44d;I rly wanna head home but everyone is asleep......;2012-11-05 15:35:15+01;83985078
265462286792146940;-73.9177423;40.84039598;;27485069891a7938;Good morning!! NYC finally going to work!!;2012-11-05 15:35:15+01;83149091
265462293570129920;-73.94676255;40.82991283;;086752cb03de1d5d;I need to remember not to get buzzed after work on a Sunday. 😓😣🍹🍹🍹;2012-11-05 15:35:17+01;303407022
265462297093365760;-74.1197567;40.81975269;;4a4c49cb161a4eb9;@Luke_Cervino3 you would!!;2012-11-05 15:35:18+01;397686966
265462298448109570;-73.79016892;40.74247761;;b6ea2e341ba4356f;Everyone in class has wifi but me 😩;2012-11-05 15:35:18+01;59581323
265462300046147600;-74.07984242;40.76303236;;c5e2e95296cb121d;Sec is same temp as my house;2012-11-05 15:35:19+01;251467804
265462305486147600;-74.15436276;40.72372479;;fa3435044b52ecc7;finally heard this song , bandz a make her dance 💃 http://t.co/ZhNt9ty0;2012-11-05 15:35:20+01;432815280
265462308497666050;-74.25935824;40.62783724;;b8d145028b2571ac;I m homeless! come bring me one (: “@giannabananaduh: Making sandwiches for the homeless 👍 http://t.co/lBWmc7h2”;2012-11-05 15:35:21+01;473216476
265462315141451780;-74.00722347;40.71697507;;b4124713c107e5c9;Made it! (@ Gap, Inc. HQ w/ 2 others) http://t.co/YqK6SeFS;2012-11-05 15:35:22+01;219696544
265462325346189300;-74.032611;40.713852;sandy;b046074b1030a44d;So close yet so far...Trying to get into NYC #sandy @ NY Waterway Ferry Terminal Paulus Hook http://t.co/1V6Jytpf;2012-11-05 15:35:25+01;205317687
265462339233517570;-74.6996783;40.1368132;;65b4760a2b411e11;I want hotcakes now;2012-11-05 15:35:28+01;64949206
265462341456494600;-74.00302364;40.86926199;;8279f00eacbd9f3b;I didnt even realize that the welcome to new jersey sign on the turnpike was blown down;2012-11-05 15:35:28+01;112575620
265462352785330180;-74.19549134;40.8654338;;51b45b88191c1a6e;Finally getting my ass to the gym 😅;2012-11-05 15:35:31+01;381208538
